	mz	mzmin	mzmax	rt	rtmin	rtmax	npeaks	pbqc	treatment1	treatment2	pooled_R1.mzXML	pooled_R2.mzXML	Pooled_R3.mzXML	Treatment1_R1.mzXML	Treatment1_R2.mzXML	Treatment1_R3.mzXML	Treatment2_R1.mzXML	Treatment2_R2.mzXML	Treatment2_R3.mzXML
5352	785.192216803481	785.192170145957	785.192492291336	515.451	515.234	515.452	3	0	0	3	NA	NA	NA	NA	NA	NA	4144	4245	3238
5353	786.195328547754	786.193866996688	786.197111382733	515.451	515.234	515.452	3	0	0	3	NA	NA	NA	NA	NA	NA	1728	1611	1366
11671	404.041267424885	404.041267424885	404.041267424885	515.471	515.471	515.471	1	0	1	0	NA	NA	NA	2097	NA	NA	NA	NA	NA
5349	615.180942997584	615.180891263158	615.180994732009	516.346	515.451	517.241	2	0	0	2	NA	NA	NA	NA	NA	NA	NA	1350	1117
10066	177.066288732827	177.066186094851	177.066374528397	519.425	519.423	519.431	3	1	2	0	NA	2357	NA	NA	2274	2859	NA	NA	NA
7539	157.051139095491	157.050797569816	157.051780938296	519.43	517.421	519.461	7	2	3	2	NA	1815	1884	1836	2022	2265	1770	NA	1707
520	113.060880349111	113.060422238926	113.061649282237	519.431	517.418	521.438	9	3	3	3	1527	1733	1669	1410	1684	1813	1589	1749	1549
720	175.061661866413	175.06139182087	175.062466818477	519.431	517.418	521.438	9	3	3	3	164033	159497	160827	131861	145864	194632	157191	176083	142999
556	176.065193404902	176.064861384665	176.065596870697	519.431	517.418	521.25	9	3	3	3	13512	12681	12616	11135	12368	15819	12462	14428	11640
548	375.088117844878	375.088117844878	375.088117844878	519.433	519.433	519.433	1	1	0	0	1091	NA	NA	NA	NA	NA	NA	NA	NA
526	115.040435200376	115.039942590579	115.04071464831	519.461	519.423	521.438	9	3	3	3	4567	4871	4579	4329	4349	5713	4729	4774	4446
478	656.468265162973	656.46529953621	656.471230789737	521.434	521.43	521.438	2	1	1	0	1287	NA	NA	NA	1518	NA	NA	NA	NA
493	359.117255806782	359.116863938465	359.117647675099	521.437	521.436	521.438	2	1	1	0	2184	NA	NA	NA	NA	2385	NA	NA	NA
11663	975.185010161869	975.182415050613	975.187605273124	521.4575	521.43	521.485	2	0	2	0	NA	NA	NA	1971	1800	NA	NA	NA	NA
11661	657.511248531376	657.511248531376	657.511248531376	521.485	521.485	521.485	1	0	1	0	NA	NA	NA	1951	NA	NA	NA	NA	NA
11267	656.478205060703	656.478205060703	656.478205060703	523.434	523.434	523.434	1	1	0	0	NA	1193	NA	NA	NA	NA	NA	NA	NA
11681	401.006585614491	401.005904189202	401.007267039779	523.463	521.43	525.496	2	0	2	0	NA	NA	NA	1759	1791	NA	NA	NA	NA
8681	855.143891716242	855.141144593512	855.145062030563	523.465	523.437	527.452	4	1	3	0	NA	NA	1351	1225	1361	1358	NA	NA	NA
11664	1012.59835704257	1012.59733841447	1012.59937567067	524.466	523.491	525.441	2	0	2	0	NA	NA	NA	1245	1280	NA	NA	NA	NA
11665	1337.1558790469	1337.15448874596	1337.15726934785	524.466	523.491	525.441	2	0	2	0	NA	NA	NA	1070	1094	NA	NA	NA	NA
12271	995.156668603054	995.156668603054	995.156668603054	525.441	525.441	525.441	1	0	1	0	NA	NA	NA	NA	1197	NA	NA	NA	NA
10053	1013.10057529364	1013.09815686919	1013.10257315523	525.441	523.491	529.456	3	0	3	0	NA	NA	NA	1396	1461	1171	NA	NA	NA
10050	1316.1772600918	1316.17277274111	1316.17827200577	525.441	523.491	529.456	3	0	3	0	NA	NA	NA	1652	1492	1144	NA	NA	NA
501	1332.1984739193	1332.19374258511	1332.20218715688	525.442	523.437	529.456	6	3	3	0	1667	1304	1407	1824	1807	1833	NA	NA	NA
496	1315.16967846885	1315.16793588949	1315.17478956326	525.443	523.491	529.456	6	3	3	0	1195	1158	1116	2115	1954	1613	NA	NA	NA
497	1333.19885734884	1333.19434696431	1333.20283061564	525.444	523.491	529.456	4	1	3	0	1176	NA	NA	1436	1374	1302	NA	NA	NA
7535	657.620417253726	657.620228136234	657.620606371217	525.461	525.445	525.477	2	1	0	1	NA	NA	1498	NA	NA	NA	1199	NA	NA
7536	657.819834059294	657.819834059294	657.819834059294	525.477	525.477	525.477	1	0	0	1	NA	NA	NA	NA	NA	NA	1223	NA	NA
10052	994.654477420229	994.652053519218	994.657032463375	525.496	525.441	529.456	3	0	3	0	NA	NA	NA	1337	1125	1189	NA	NA	NA
10047	657.67978061802	657.676084437203	657.683476798837	526.4455	523.441	529.45	2	0	2	0	NA	NA	NA	NA	1882	1717	NA	NA	NA
510	656.082715925015	656.08129282082	656.087274672466	526.4465	523.491	529.456	4	1	3	0	1079	NA	NA	1284	1235	1062	NA	NA	NA
500	654.464964403103	654.458836595384	654.468643059354	526.474	525.441	529.456	4	1	3	0	1197	NA	NA	1221	1122	1128	NA	NA	NA
482	657.711936979117	657.710830065753	657.713043892482	526.474	525.496	527.452	2	1	1	0	1588	NA	NA	2059	NA	NA	NA	NA	NA
8676	656.685380348866	656.682485945102	656.691049982598	527.45	525.441	529.448	3	2	1	0	NA	1453	1550	NA	1995	NA	NA	NA	NA
513	661.097030874356	661.09463335044	661.099860254064	527.45	525.441	529.27	5	3	1	1	2535	2404	2317	NA	2818	NA	NA	1390	NA
512	655.076785113126	655.076007197136	655.078134792393	527.451	525.441	531.275	8	3	3	2	2097	1857	1918	2669	2579	2162	1566	1119	NA
742	657.092583732712	657.091475672264	657.09423466534	527.452	523.491	529.486	9	3	3	3	426497	394609	402076	535640	510217	452758	313478	223353	212918
734	658.095861409436	658.094537204314	658.096980088303	527.452	523.491	529.456	9	3	3	3	140252	126985	130551	179342	166726	150991	98577	74586	69867
642	659.094610285489	659.093694237977	659.096502501417	527.452	523.491	529.456	9	3	3	3	50467	47197	48209	63600	61893	53218	37320	27184	25500
534	660.096648640412	660.094740297543	660.098107603721	527.452	523.491	531.275	9	3	3	3	12168	10734	11273	15022	13761	12824	8686	6608	5853
495	975.19632537195	975.191423005442	975.201227738458	528.361	527.452	529.27	2	1	0	1	2343	NA	NA	NA	NA	NA	NA	2775	NA
494	656.704958586996	656.700879019188	656.709038154805	528.454	527.452	529.456	2	1	1	0	1735	NA	NA	NA	NA	1811	NA	NA	NA
11268	656.590684378309	656.590684378309	656.590684378309	529.448	529.448	529.448	1	1	0	0	NA	1350	NA	NA	NA	NA	NA	NA	NA
8674	657.727083250076	657.723529065319	657.730637434833	529.455	525.445	533.465	2	1	1	0	NA	NA	1502	NA	NA	1742	NA	NA	NA
485	657.80295670818	657.80295670818	657.80295670818	529.458	529.458	529.458	1	1	0	0	1587	NA	NA	NA	NA	NA	NA	NA	NA
506	683.547323845492	683.545836640863	683.551068618227	529.458	527.5	531.461	9	3	3	3	1764	1703	1826	2287	2201	2147	1570	1240	1123
486	684.055887595126	684.05033708692	684.058493677471	529.458	527.446	533.465	7	3	3	1	1487	1540	1466	2200	1908	1764	1284	NA	NA
10054	986.167900112747	986.164445773191	986.171354452303	529.4805	527.5	531.461	2	0	2	0	NA	NA	NA	1360	NA	1158	NA	NA	NA
8678	723.095314291013	723.091044207191	723.099584374834	530.4545	529.45	531.459	2	1	1	0	NA	NA	291	NA	338	NA	NA	NA	NA
533	973.204116765085	973.197300864509	973.206487445289	531.275	527.5	531.491	9	3	3	3	8015	7031	7177	2420	2652	2733	11291	10620	8609
515	974.208232926775	974.205905838634	974.20948747834	531.367	529.448	531.491	6	3	0	3	3826	3617	3437	NA	NA	NA	5752	5373	4294
11662	676.079491077469	676.079491077469	676.079491077469	531.51	531.51	531.51	1	0	1	0	NA	NA	NA	246	NA	NA	NA	NA	NA
8675	657.516507238932	657.516507238932	657.516507238932	533.464	533.464	533.464	1	1	0	0	NA	NA	1360	NA	NA	NA	NA	NA	NA
10055	723.08955605653	723.08955605653	723.08955605653	533.465	533.465	533.465	1	0	1	0	NA	NA	NA	NA	NA	348	NA	NA	NA
484	657.542279333725	657.542279333725	657.542279333725	533.467	533.467	533.467	1	1	0	0	1414	NA	NA	NA	NA	NA	NA	NA	NA
529	315.108707185858	315.108089025368	315.109811763253	533.495	531.51	535.472	9	3	3	3	8265	7341	7649	1649	1883	1993	15031	15473	13251
517	316.11253803618	316.111190719933	316.113534181191	533.495	533.459	535.472	6	3	0	3	1341	1170	1208	NA	NA	NA	2444	2490	1896
5356	331.068818191043	331.068614172796	331.069880622719	539.295	537.506	539.511	3	0	0	3	NA	NA	NA	NA	NA	NA	1871	1803	1547
530	669.091269621601	669.090673591591	669.094668099369	541.482	539.473	543.49	6	3	3	0	2190	1876	1958	3041	2880	3339	NA	NA	NA
10062	672.076890807594	672.076890807594	672.076890807594	541.486	541.486	541.486	1	0	1	0	NA	NA	NA	NA	NA	1047	NA	NA	NA
10065	670.092878943302	670.092135922935	670.093621963669	541.51	539.53	543.49	2	0	2	0	NA	NA	NA	1062	NA	1200	NA	NA	NA
627	129.019632576494	129.019050012205	129.0205144473	543.304	539.53	543.493	3	1	1	1	2217	NA	NA	2184	NA	NA	NA	1983	NA
10060	230.0109292371	230.0109292371	230.0109292371	543.49	543.49	543.49	1	0	1	0	NA	NA	NA	NA	NA	1233	NA	NA	NA
604	615.099503770551	615.099365082775	615.101248275088	544.5085	543.489	547.501	4	2	1	1	1889	NA	1616	NA	NA	1780	1557	NA	NA
5359	229.018389158274	229.018291069545	229.018924679409	545.309	543.52	545.527	3	0	0	3	NA	NA	NA	NA	NA	NA	1635	1254	1189
519	219.05071954705	219.050658343553	219.051511221383	545.495	543.484	547.501	7	3	1	3	3330	2898	3135	NA	NA	1810	5301	5714	4615
5358	111.008734059322	111.008582903643	111.009206249121	545.527	545.527	547.315	3	0	0	3	NA	NA	NA	NA	NA	NA	1492	1544	1272
11668	429.012859166916	429.011892697424	429.013825636409	547.523	547.496	547.55	2	0	2	0	NA	NA	NA	1199	1134	NA	NA	NA	NA
10061	344.099705659006	344.099585959043	344.099825358968	548.528	547.55	549.506	2	0	2	0	NA	NA	NA	1235	NA	1268	NA	NA	NA
516	301.092843163505	301.09134351106	301.094870382794	549.536	549.498	551.513	6	3	0	3	1379	1279	1314	NA	NA	NA	2691	2733	2389
514	347.097849563887	347.09676434827	347.098166705926	550.4305	549.536	551.513	4	1	0	3	1219	NA	NA	NA	NA	NA	2301	2356	1987
5365	755.167048197442	755.167048197442	755.167048197442	553.329	553.329	553.329	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	317	NA
525	258.9934842853	258.993075254876	258.99417947909	553.513	551.56	555.52	6	3	3	0	2817	2637	2529	3467	4128	5443	NA	NA	NA
7538	537.122845007466	537.121811282294	537.123878732639	553.545	553.545	553.545	2	0	0	2	NA	NA	NA	NA	NA	NA	1484	NA	1360
587	243.051279672989	243.050840434322	243.052083991836	555.5365	553.566	557.526	8	2	3	3	7361	NA	7130	5991	5788	5753	8137	8310	7396
7557	488.06690817834	488.066437868308	488.067378488371	555.5515	555.551	555.552	2	0	0	2	NA	NA	NA	NA	NA	NA	2679	NA	1658
7554	488.56674262563	488.565743708509	488.567741542751	555.5515	555.551	555.552	2	0	0	2	NA	NA	NA	NA	NA	NA	1427	NA	869
8680	324.065799471235	324.065396588622	324.067002515578	556.548	555.516	559.531	4	1	3	0	NA	NA	1100	1264	1307	1238	NA	NA	NA
5360	382.034275362827	382.03353619823	382.035677505789	557.4305	555.571	557.556	4	0	2	2	NA	NA	NA	1844	1737	NA	1354	1334	NA
5355	866.179127793094	866.179127793094	866.179127793094	559.345	559.345	559.345	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	6243	NA
11269	865.18762893532	865.18762893532	865.18762893532	559.523	559.523	559.523	1	1	0	0	NA	9747	NA	NA	NA	NA	NA	NA	NA
8679	866.192545853344	866.192545853344	866.192545853344	559.53	559.53	559.53	1	1	0	0	NA	NA	4481	NA	NA	NA	NA	NA	NA
7543	497.118665641892	497.118665641892	497.118665641892	561.565	561.565	561.565	1	0	0	1	NA	NA	NA	NA	NA	NA	1228	NA	NA
10070	683.10824378256	683.107494213299	683.109578061625	563.537	563.534	567.551	3	1	2	0	NA	1577	NA	NA	2342	2890	NA	NA	NA
5361	575.118194421983	575.117761712593	575.118627131372	566.471	565.577	567.365	2	0	0	2	NA	NA	NA	NA	NA	NA	NA	1167	1203
549	696.139465994209	696.138051168186	696.140784306561	567.581	567.544	571.56	7	3	1	3	2080	1876	2040	NA	NA	1194	2925	3108	3076
523	293.114615222688	293.113945262053	293.11627959623	568.5775	567.544	571.564	6	3	3	0	1646	1480	1477	2406	2119	1954	NA	NA	NA
10058	946.179708032382	946.179708032382	946.179708032382	569.556	569.556	569.556	1	0	1	0	NA	NA	NA	NA	NA	199	NA	NA	NA
4468	235.926014624943	235.926014624943	235.926014624943	569.559	569.559	569.559	1	1	0	0	527	NA	NA	NA	NA	NA	NA	NA	NA
5384	717.113891399614	717.112343604474	717.114206123362	569.586	569.548	571.374	4	1	0	3	NA	2288	NA	NA	NA	NA	3555	3939	3429
522	252.146984881078	252.145431599568	252.148426743599	570.555	567.6	575.573	6	3	3	0	1313	1256	1276	1771	1681	1694	NA	NA	NA
7546	315.108771564102	315.107428982996	315.109354591442	573.5795	571.61	575.569	6	1	3	2	NA	NA	2747	848	742	838	4983	NA	4418
518	316.112904435343	316.111417470359	316.114189315392	575.478	571.555	575.602	6	3	0	3	484	483	448	NA	NA	NA	804	915	688
538	390.9980000599	390.996156856489	390.99933226079	575.566	573.56	579.58	9	3	3	3	2739	2389	2360	2601	3055	3553	1649	1888	1561
7555	441.078907766567	441.078907766567	441.078907766567	577.606	577.606	577.606	1	0	0	1	NA	NA	NA	NA	NA	NA	3819	NA	NA
7542	623.146433660224	623.146433660224	623.146433660224	577.606	577.606	577.606	1	0	0	1	NA	NA	NA	NA	NA	NA	1649	NA	NA
535	622.147581228037	622.146971573132	622.148604670715	577.6065	577.575	579.584	4	2	0	2	1378	NA	1149	NA	NA	NA	5827	NA	1278
635	621.145058843639	621.144497458668	621.14662177281	577.607	577.575	579.584	5	2	0	3	4001	NA	3597	NA	NA	NA	19707	1990	4258
527	285.008132440275	285.007127431753	285.009013836161	578.6025	577.569	581.585	6	3	3	0	1344	1170	1306	1559	2130	3370	NA	NA	NA
10063	244.062922676116	244.062474062818	244.063371289415	578.603	575.621	581.585	2	0	2	0	NA	NA	NA	1092	NA	1191	NA	NA	NA
7548	457.076811565301	457.076811565301	457.076811565301	579.611	579.611	579.611	1	0	0	1	NA	NA	NA	NA	NA	NA	2335	NA	NA
7564	619.128153534954	619.128153534954	619.128153534954	579.611	579.611	579.611	1	0	0	1	NA	NA	NA	NA	NA	NA	2562	NA	NA
521	113.060892361978	113.060256172787	113.061583486126	585.598	583.587	585.646	3	1	2	0	254	NA	NA	311	332	NA	NA	NA	NA
5439	399.002484161438	399.002166547482	399.002801775394	586.521	585.627	587.415	2	0	0	2	NA	NA	NA	NA	NA	NA	NA	5201	4274
857	632.100556555655	632.098626516402	632.102598035202	589.607	587.632	591.424	6	3	0	3	1662	1361	1591	NA	NA	NA	3896	2861	2655
5461	632.601632351818	632.600183009776	632.602416733875	589.636	587.632	591.424	3	0	0	3	NA	NA	NA	NA	NA	NA	2498	1950	1633
11270	603.105071874829	603.105071874829	603.105071874829	591.605	591.605	591.605	1	1	0	0	NA	305	NA	NA	NA	NA	NA	NA	NA
537	201.042288315953	201.041714514145	201.043137076241	591.6345	589.601	593.619	4	1	3	0	1039	NA	NA	1316	1248	1384	NA	NA	NA
8692	400.007659423195	400.005946760805	400.009372085586	593.63	593.614	593.646	2	1	0	1	NA	NA	878	NA	NA	NA	NA	NA	1629
560	197.009376437365	197.009045100802	197.010055355315	595.6615	595.614	599.63	8	3	3	2	3661	3162	3287	4401	5123	5478	1299	1154	NA
11271	669.097790537655	669.097790537655	669.097790537655	597.619	597.619	597.619	1	1	0	0	NA	313	NA	NA	NA	NA	NA	NA	NA
5376	867.154972377023	867.154570379877	867.155876681759	597.657	597.656	599.444	3	0	0	3	NA	NA	NA	NA	NA	NA	1989	1655	1512
5385	866.155059748669	866.154331646706	866.156991902736	599.444	597.657	599.661	3	0	0	3	NA	NA	NA	NA	NA	NA	4409	3806	3426
559	865.154104747724	865.151029330565	865.156390350759	599.537	597.621	603.639	8	2	3	3	6659	NA	6019	2509	2306	2739	10091	9291	8515
10071	153.020392268452	153.020392268452	153.020392268452	599.63	599.63	599.63	1	0	1	0	NA	NA	NA	NA	NA	2485	NA	NA	NA
12272	115.040956173733	115.040956173733	115.040956173733	601.63	601.63	601.63	1	0	1	0	NA	NA	NA	NA	843	NA	NA	NA	NA
10067	177.066392444963	177.066105195221	177.066804576661	601.63	601.63	605.644	3	1	2	0	NA	708	NA	NA	889	845	NA	NA	NA
1076	592.106389388367	592.105367643686	592.106992053409	601.632	599.68	605.644	6	3	3	0	3613	3235	3314	3076	4003	6107	NA	NA	NA
551	195.030224595583	195.029888830858	195.030719663706	601.639	599.68	605.644	9	3	3	3	2495	2407	2534	2148	2259	2129	2567	2849	2436
539	360.119403021827	360.118929043395	360.119842805196	601.6595	601.63	605.649	6	3	3	0	1499	1614	1526	2346	2526	2586	NA	NA	NA
878	591.103259842282	591.10213962275	591.105008800214	601.666	599.68	605.644	9	3	3	3	13058	12056	12046	12071	14788	22705	7420	7809	6578
562	359.11523518639	359.114983550458	359.116433102816	601.667	601.63	605.644	9	3	3	3	9316	10348	9865	14956	15703	15869	5185	6287	4895
545	358.11873752935	358.117219243787	358.120187673788	601.685	601.63	605.644	7	3	3	1	1949	2501	2199	3238	3524	3399	NA	1334	NA
10078	404.041012073993	404.040937172823	404.041838002216	601.685	601.63	605.644	3	0	3	0	NA	NA	NA	5511	5539	5416	NA	NA	NA
557	176.065075504575	176.064876004215	176.065702307613	602.662	601.63	605.649	6	3	3	0	4250	4094	4056	4847	5074	4974	NA	NA	NA
541	351.130185345789	351.129307576671	351.131294336968	602.662	601.63	605.649	6	3	3	0	1510	1470	1473	1630	1461	1622	NA	NA	NA
10064	594.125331582033	594.125331582033	594.125331582033	603.639	603.639	603.639	1	0	1	0	NA	NA	NA	NA	NA	4901	NA	NA	NA
547	375.086021293499	375.086021293499	375.086021293499	603.644	603.644	603.644	1	1	0	0	1695	NA	NA	NA	NA	NA	NA	NA	NA
626	129.01961175092	129.019275523945	129.020447943526	603.671	601.63	605.649	9	3	3	3	47513	47384	47186	52941	50979	53756	39339	41403	35950
553	130.023079338164	130.022788848177	130.023571291623	603.671	601.63	605.649	9	3	3	3	2754	2803	2830	3155	3003	2969	2286	2599	2023
722	175.061607319555	175.061062520413	175.062467387577	603.671	601.63	605.649	9	3	3	3	53823	52880	51563	60202	60432	62720	39599	43063	35778
536	181.015383245243	181.015185492622	181.0157946704	605.6705	605.639	609.655	6	3	3	0	2282	2037	2325	3603	3557	3333	NA	NA	NA
550	190.054658411392	190.054239162148	190.055560045286	607.65	605.639	609.655	7	3	3	1	2069	2416	2257	3667	3563	3802	NA	1133	NA
542	565.140677645075	565.139766800152	565.143238286445	607.653	603.637	609.469	3	1	1	1	1189	NA	NA	NA	1337	NA	NA	1122	NA
543	751.198320954989	751.197645407984	751.201849636189	608.5755	607.682	609.66	4	1	0	3	1329	NA	NA	NA	NA	NA	1211	1137	1142
570	822.11318012125	822.110913466636	822.11552568765	608.5755	607.682	611.664	4	1	0	3	1242	NA	NA	NA	NA	NA	1236	1346	1219
7552	769.193635133748	769.193199539134	769.194070728362	611.6915	611.691	611.692	2	0	0	2	NA	NA	NA	NA	NA	NA	3501	NA	3139
12274	279.134379344832	279.134379344832	279.134379344832	613.662	613.662	613.662	1	0	1	0	NA	NA	NA	NA	2103	NA	NA	NA	NA
7545	978.205310410818	978.205310410818	978.205310410818	613.695	613.695	613.695	1	0	0	1	NA	NA	NA	NA	NA	NA	2511	NA	NA
5368	1190.27008276447	1190.26511133645	1190.27015269226	613.696	613.695	615.483	3	0	0	3	NA	NA	NA	NA	NA	NA	1757	1650	1518
577	1189.26476567345	1189.26228419902	1189.26653123725	614.5895	613.66	615.674	6	3	0	3	2468	1962	2151	NA	NA	NA	5869	5434	4970
10077	631.10691078859	631.106631008829	631.107190568351	614.6925	611.71	617.675	2	0	2	0	NA	NA	NA	336	NA	369	NA	NA	NA
611	596.138658411839	596.136157833229	596.139389298133	615.483	613.66	621.684	9	3	3	3	2616	2315	2390	1238	1115	1101	3673	3669	3373
575	1188.26281558821	1188.26023603131	1188.26382674544	615.5735	613.695	615.674	6	3	0	3	6336	4969	5333	NA	NA	NA	15049	13636	12730
5362	978.22116708434	978.220016803985	978.222317364695	615.5925	613.696	617.489	2	0	0	2	NA	NA	NA	NA	NA	NA	NA	2231	1944
579	1187.26015831677	1187.25596515364	1187.26303115214	615.664	613.695	621.684	9	3	3	3	9610	7927	8029	1575	1195	1502	23947	21273	19707
763	593.129869541089	593.129026814504	593.131039586257	615.667	613.695	621.684	9	3	3	3	182739	161545	169514	75119	67813	72402	286279	261238	243272
766	594.133140153983	594.132298374621	594.134559773991	615.667	613.695	621.684	9	3	3	3	58959	52077	53843	24460	21642	23764	90616	82983	78605
632	595.137021248611	595.135951706894	595.137747401046	615.667	613.695	621.684	9	3	3	3	13668	11839	12832	6224	5173	5851	20525	19114	18108
7547	593.690423531774	593.690423531774	593.690423531774	615.702	615.702	615.702	1	0	0	1	NA	NA	NA	NA	NA	NA	1047	NA	NA
5366	425.086331345868	425.085884726785	425.086655211532	615.703	615.702	617.489	3	0	0	3	NA	NA	NA	NA	NA	NA	1169	1098	1112
619	609.123951523289	609.123802955051	609.125741643996	615.703	615.664	617.678	3	2	0	1	1606	1472	NA	NA	NA	NA	NA	NA	1926
10068	767.214054484011	767.212837297333	767.214542995713	615.721	615.667	621.684	3	0	3	0	NA	NA	NA	2727	2834	2789	NA	NA	NA
566	977.238283204429	977.223162946362	977.241368393257	615.721	613.696	621.684	9	3	3	3	16854	16024	15855	13106	11617	13294	6610	6139	5632
540	979.236930585033	979.23573418411	979.240338426583	615.721	613.66	621.684	5	3	2	0	1430	1401	1325	1120	NA	1247	NA	NA	NA
11672	575.139079452429	575.138926399652	575.139232505206	616.6965	615.721	617.672	2	0	2	0	NA	NA	NA	1911	1754	NA	NA	NA	NA
544	978.239829344936	978.235312436733	978.244741426845	616.698	615.664	621.684	6	3	3	0	5861	5082	5253	4386	3933	4671	NA	NA	NA
5381	629.10803217858	629.10803217858	629.10803217858	617.489	617.489	617.489	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	3132	NA
5380	692.0548897681	692.0548897681	692.0548897681	617.489	617.489	617.489	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	1067	NA
568	384.104724953843	384.104051540251	384.105668488396	617.672	615.667	621.684	6	3	3	0	2072	1731	1790	3052	3019	3291	NA	NA	NA
558	765.209028832573	765.207173739456	765.2099466805	617.672	615.667	621.684	6	3	3	0	10062	8715	8749	28653	30685	31023	NA	NA	NA
554	766.211171888336	766.209477121853	766.212178324141	617.672	615.667	621.684	6	3	3	0	3533	2918	3275	10032	10479	11016	NA	NA	NA
10082	455.067302278539	455.067302278539	455.067302278539	617.675	617.675	617.675	1	0	1	0	NA	NA	NA	NA	NA	1495	NA	NA	NA
546	1273.78596301904	1273.78592604052	1273.79591854722	617.675	615.664	617.678	3	3	0	0	1375	1209	1183	NA	NA	NA	NA	NA	NA
573	976.239017453516	976.236810479396	976.239998712005	617.678	615.664	621.684	9	3	3	3	33623	30874	31276	26830	23457	26341	10999	12036	10223
606	615.108665502212	615.108248367657	615.109082636768	617.692	617.678	617.706	2	1	0	1	444	NA	NA	NA	NA	NA	673	NA	NA
584	383.103089458544	383.101878077531	383.103865069678	617.708	615.667	621.684	9	3	3	3	10967	9582	9986	17786	17538	18042	2928	3068	2587
5370	1039.18008945056	1039.17836510421	1039.1807072417	617.708	617.706	619.494	3	0	0	3	NA	NA	NA	NA	NA	NA	2466	2409	2253
