	mz	mzmin	mzmax	rt	rtmin	rtmax	npeaks	pbqc	treatment1	treatment2	pooled_R1.mzXML	pooled_R2.mzXML	Pooled_R3.mzXML	Treatment1_R1.mzXML	Treatment1_R2.mzXML	Treatment1_R3.mzXML	Treatment2_R1.mzXML	Treatment2_R2.mzXML	Treatment2_R3.mzXML
384	331.04636592848	331.044911430546	331.047053933272	308.903	308.9	308.953	6	3	3	0	1761	1614	1783	2442	2384	2410	NA	NA	NA
10022	339.128466356098	339.128466356098	339.128466356098	310.915	310.915	310.915	1	0	1	0	NA	NA	NA	NA	NA	1155	NA	NA	NA
10025	385.135327430816	385.135327430816	385.135327430816	310.915	310.915	310.915	1	0	1	0	NA	NA	NA	NA	NA	2259	NA	NA	NA
10021	701.081455401572	701.08081953485	701.082091268294	311.9385	310.957	312.92	2	0	2	0	NA	NA	NA	1905	NA	1703	NA	NA	NA
10023	742.070394967532	742.068922695554	742.07186723951	313.944	312.964	314.924	2	0	2	0	NA	NA	NA	1126	NA	1281	NA	NA	NA
383	741.067963435333	741.067010922876	741.073095987237	314.915	312.913	314.924	5	2	3	0	1795	1803	NA	3921	3726	4927	NA	NA	NA
10024	709.161968186586	709.161968186586	709.161968186586	314.924	314.924	314.924	1	0	1	0	NA	NA	NA	NA	NA	1432	NA	NA	NA
10026	740.069939485611	740.068234873997	740.0729097102	314.943	314.915	316.931	4	1	3	0	NA	2969	NA	7410	6818	9723	NA	NA	NA
382	739.066261467294	739.065805812686	739.06728928239	314.944	314.915	316.931	4	1	3	0	8975	NA	NA	21047	19788	26547	NA	NA	NA
391	372.02998275247	372.028923946543	372.031177582304	316.9225	314.969	316.931	6	3	3	0	2164	1946	2070	3050	3178	3706	NA	NA	NA
388	513.951385688768	513.949759109184	513.953121198496	316.9225	314.969	316.931	6	3	3	0	1206	1127	1188	1516	1564	1671	NA	NA	NA
395	852.139060804055	852.137447247069	852.140349899797	316.9225	316.92	316.923	4	3	1	0	3007	2648	2763	NA	1371	NA	NA	NA	NA
504	369.028777304976	369.028042483312	369.029326416962	316.923	314.917	316.96	9	3	3	3	215345	195878	203339	306884	308352	363012	61832	51215	43639
404	370.031754040308	370.03110231043	370.032382305338	316.923	314.969	316.96	9	3	3	3	34342	30688	32519	50428	50894	57926	10013	8788	7256
401	371.028212499553	371.027624928713	371.028675084394	316.923	314.917	316.96	9	3	3	3	14964	13437	14299	20985	20869	24800	4427	3612	3180
389	437.015737742296	437.01506825738	437.016456561646	316.923	314.969	316.931	5	2	3	0	1197	NA	1090	1319	1382	1340	NA	NA	NA
380	761.049346202789	761.047222450796	761.052623552468	316.923	316.92	318.935	6	3	3	0	1818	1646	1719	2452	2414	2519	NA	NA	NA
412	851.135180874645	851.13280105482	851.136325745398	316.923	316.745	318.935	9	3	3	3	7208	6165	6775	3195	3177	3606	5077	3694	3175
10027	784.124570118318	784.124570118318	784.124570118318	316.931	316.931	316.931	1	0	1	0	NA	NA	NA	NA	NA	1126	NA	NA	NA
5325	483.104336847659	483.104336847659	483.104336847659	318.749	318.749	318.749	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	1268	NA
399	482.101575545282	482.101153659234	482.102083769778	318.964	318.749	320.94	7	3	1	3	2858	2519	2446	NA	NA	1114	6150	5282	4696
409	481.098212850676	481.096357672585	481.099143700227	318.978	318.925	320.94	9	3	3	3	12460	10806	11232	4391	4101	4510	26130	23009	20068
390	204.981720204345	204.981420229254	204.981947300921	320.934	320.929	320.983	6	3	3	0	1424	1286	1351	2007	2818	2765	NA	NA	NA
5324	219.050901769815	219.050901769815	219.050901769815	324.763	324.763	324.763	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	1588	NA
7527	315.071931179738	315.071931179738	315.071931179738	324.98	324.98	324.98	1	0	0	1	NA	NA	NA	NA	NA	NA	1903	NA	NA
10029	143.036033072278	143.036033072278	143.036033072278	328.96	328.96	328.96	1	0	1	0	NA	NA	NA	NA	NA	1330	NA	NA	NA
394	367.066487611764	367.065218491666	367.067579778916	332.783	330.955	332.998	9	3	3	3	2726	2533	2756	2967	2803	2809	2159	2068	1772
5327	717.11302053499	717.11170143526	717.114307607649	332.783	330.958	332.998	5	2	0	3	NA	2066	2234	NA	NA	NA	2985	3236	2850
397	139.04053115128	139.039970989696	139.041198782152	332.962	331.008	334.974	9	3	3	3	3177	3052	3140	3960	3603	3530	2730	2506	2367
410	183.030257899109	183.030112475863	183.030887907374	332.962	331.008	332.998	9	3	3	3	37352	33962	35811	38963	38768	38393	29606	28178	24529
398	184.033662805143	184.033384334001	184.034498039694	332.962	331.008	334.974	9	3	3	3	3262	3309	3093	3709	3782	3287	2489	2454	2089
5326	1065.23033010755	1065.22674782746	1065.23391238763	333.8915	332.995	334.788	2	0	0	2	NA	NA	NA	NA	NA	NA	NA	1344	1228
5331	489.068697524692	489.068181359057	489.069213690326	340.9115	340.804	341.019	2	0	0	2	NA	NA	NA	NA	NA	NA	927	693	NA
402	301.094646782605	301.093771723499	301.095845015323	340.982	338.975	340.99	5	2	3	0	1197	NA	1282	1183	1251	1332	NA	NA	NA
452	488.067469599977	488.065524771705	488.068067861146	340.982	339.011	341.019	5	3	0	2	1663	1573	1806	NA	NA	NA	4632	NA	2668
437	488.56741246296	488.566516623631	488.569792077276	340.9835	338.976	341.019	6	3	0	3	956	784	882	NA	NA	NA	2176	1506	1344
7532	977.14618291635	977.14618291635	977.14618291635	341.019	341.019	341.019	1	0	0	1	NA	NA	NA	NA	NA	NA	2900	NA	NA
396	496.064605751528	496.063400982892	496.065957656003	342.987	341.019	343.02	6	3	0	3	2468	1956	2144	NA	NA	NA	4868	3780	2975
7524	496.565482842097	496.565482842097	496.565482842097	343.023	343.023	343.023	1	0	0	1	NA	NA	NA	NA	NA	NA	2368	NA	NA
7523	497.06968314118	497.06968314118	497.06968314118	343.023	343.023	343.023	1	0	0	1	NA	NA	NA	NA	NA	NA	1214	NA	NA
457	881.193190017544	881.192304579386	881.194318548722	343.023	342.987	344.995	5	2	0	3	5578	NA	5029	NA	NA	NA	9651	9104	8457
415	539.049769469571	539.04713589082	539.051024318731	344.9925	343.023	347.005	8	3	3	2	2267	2164	2134	2399	2354	2565	1926	1892	NA
449	882.194999276435	882.192569265454	882.197421706043	344.993	343.02	345.03	5	2	0	3	2808	NA	2515	NA	NA	NA	5137	4284	4248
7525	319.045946270094	319.045946270094	319.045946270094	345.03	345.03	345.03	1	0	0	1	NA	NA	NA	NA	NA	NA	1692	NA	NA
10030	218.102954641494	218.102954641494	218.102954641494	347.005	347.005	347.005	1	0	1	0	NA	NA	NA	NA	NA	1260	NA	NA	NA
407	368.09786793166	368.097521604243	368.098318647518	347.0235	346.996	349.01	6	3	3	0	3761	3418	3428	4922	5955	6749	NA	NA	NA
439	701.104159426393	701.102045272572	701.104406554004	349.01	348.824	351.01	3	1	1	1	2698	NA	NA	NA	NA	4752	NA	2557	NA
403	161.046339241535	161.045854526641	161.046835257217	349.036	349.001	351.01	7	3	1	3	1525	1376	1445	NA	NA	1255	2061	1778	1413
10034	561.09122624627	561.091074216926	561.091378275613	351.0105	351.007	351.014	2	1	1	0	NA	1464	NA	NA	NA	2016	NA	NA	NA
421	206.045958057159	206.045320428157	206.046768719074	355.02	354.838	355.07	9	3	3	3	12660	11479	12444	11253	10993	11055	12992	13657	11588
406	146.02538084164	146.024801520013	146.025778109135	355.055	355.016	357.03	9	3	3	3	1816	1551	1557	1654	1400	1564	1893	1837	1380
405	207.048988406355	207.048543802438	207.049800416846	355.055	355.016	357.03	9	3	3	3	1530	1442	1341	1363	1198	1333	1692	1503	1381
416	435.091125161233	435.09010436273	435.091980319975	357.075	357.021	359.035	7	3	3	1	1697	1404	1509	1705	1690	1860	NA	1337	NA
5460	632.598703571205	632.598703571205	632.598703571205	358.849	358.849	358.849	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	854	NA
11277	632.100889560216	632.100889560216	632.100889560216	359.026	359.026	359.026	1	1	0	0	NA	717	NA	NA	NA	NA	NA	NA	NA
509	866.202514501211	866.198848546984	866.205577189977	361.032	356.844	363.044	7	3	3	1	2263	2105	2086	3526	3379	3274	NA	2005	NA
11659	215.140145175777	215.139435165496	215.140855186058	361.057	361.03	361.084	2	0	2	0	NA	NA	NA	1269	1293	NA	NA	NA	NA
10059	865.199374131023	865.198804454442	865.200840075452	361.058	361.03	363.044	4	1	3	0	NA	4110	NA	6937	6446	6553	NA	NA	NA
7529	707.15834226469	707.15834226469	707.15834226469	367.084	367.084	367.084	1	0	0	1	NA	NA	NA	NA	NA	NA	1289	NA	NA
420	391.093032513457	391.092655825181	391.094212365211	371.059	369.05	371.093	6	3	0	3	3852	3484	3640	NA	NA	NA	6113	6425	5871
419	409.103158247015	409.101260333254	409.103842468254	371.059	370.878	371.093	6	3	0	3	2432	2032	2317	NA	NA	NA	3625	3847	3497
5328	392.095948660213	392.095659094405	392.096612391791	371.093	371.09	372.883	3	0	0	3	NA	NA	NA	NA	NA	NA	1461	1509	1520
418	495.113131424816	495.112516948673	495.114239484462	373.062	371.109	375.073	9	3	3	3	7748	7246	7192	2736	2607	3111	12431	11528	10759
413	496.112801719916	496.110812897077	496.114169325299	373.0965	373.061	375.07	6	3	0	3	2073	1737	1876	NA	NA	NA	3074	2815	2510
424	693.130779353235	693.130413683256	693.132846980556	382.907	381.08	383.122	9	3	3	3	2711	2440	2461	2211	1958	1744	5015	1984	2281
7526	694.134389649237	694.134389649237	694.134389649237	383.122	383.122	383.122	1	0	0	1	NA	NA	NA	NA	NA	NA	1622	NA	NA
432	727.648018133438	727.646686468944	727.650137844232	385.091	383.12	385.096	5	3	0	2	470	451	387	NA	NA	NA	NA	810	731
428	321.061569625849	321.060760815602	321.062335625755	385.096	383.141	387.104	9	3	3	3	4670	3958	4189	2895	2857	2785	5953	5968	4835
423	357.03961421094	357.038510743774	357.040337741557	385.1115	385.091	386.918	6	3	0	3	1304	1194	1261	NA	NA	NA	1609	1681	1357
426	303.051103905532	303.050488596859	303.052037086044	385.127	385.091	387.104	9	3	3	3	3635	3234	3682	2486	2409	2318	4639	4549	4096
7531	727.146135611111	727.146135611111	727.146135611111	385.129	385.129	385.129	1	0	0	1	NA	NA	NA	NA	NA	NA	1190	NA	NA
5338	728.140231491687	728.140231491687	728.140231491687	386.918	386.918	386.918	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	491	NA
10031	276.100063764002	276.098990893823	276.100607058133	389.1	387.15	391.114	3	0	3	0	NA	NA	NA	1256	1230	1146	NA	NA	NA
5332	701.103156471154	701.103113865209	701.103199077099	391.034	390.928	391.14	2	0	0	2	NA	NA	NA	NA	NA	NA	NA	2639	2193
10080	729.115051910603	729.115051910603	729.115051910603	391.114	391.114	391.114	1	0	1	0	NA	NA	NA	NA	NA	1407	NA	NA	NA
5329	387.072428460262	387.071767233091	387.073324872706	393.145	392.932	393.147	3	0	0	3	NA	NA	NA	NA	NA	NA	2011	1434	1247
4467	235.926210396035	235.926210396035	235.926210396035	395.121	395.121	395.121	1	1	0	0	605	NA	NA	NA	NA	NA	NA	NA	NA
425	454.053550751662	454.052888832444	454.054067898509	397.1245	397.12	399.134	6	3	3	0	1332	1275	1352	1887	1798	2137	NA	NA	NA
447	453.048929598097	453.048346738782	453.051638610519	397.156	397.12	399.134	9	3	3	3	5973	5472	5850	8053	8178	9147	2562	2756	2063
7528	313.057485781745	313.057485781745	313.057485781745	397.158	397.158	397.158	1	0	0	1	NA	NA	NA	NA	NA	NA	1249	NA	NA
12270	279.098886629148	279.098886629148	279.098886629148	399.125	399.125	399.125	1	0	1	0	NA	NA	NA	NA	1264	NA	NA	NA	NA
427	173.009441492204	173.00848692886	173.010588400168	405.1425	403.191	405.179	8	3	3	2	1883	1894	1973	2226	2610	2879	1185	1146	NA
441	219.051024226045	219.050554898324	219.051759321656	405.144	403.136	405.179	9	3	3	3	9298	8484	8948	10419	12841	13943	5415	5237	4518
10032	220.055647744914	220.055529315404	220.055766174425	405.1445	405.141	405.148	2	0	2	0	NA	NA	NA	NA	1153	1353	NA	NA	NA
436	488.569086175221	488.56878999252	488.569620826725	413.1615	409.186	413.197	6	3	0	3	1937	1659	1624	NA	NA	NA	3552	2766	2496
451	488.067270760392	488.066680924882	488.067893072791	413.1645	411.155	414.986	8	3	2	3	3901	3211	3575	1520	1294	NA	7457	5431	4486
438	579.169898159736	579.168813539195	579.171727188763	413.195	412.982	415.172	9	3	3	3	1791	1565	1816	1885	1746	1708	1698	1645	1501
5330	489.068733655526	489.068257164467	489.069210146585	414.0915	413.197	414.986	2	0	0	2	NA	NA	NA	NA	NA	NA	1650	1138	NA
430	277.083302346202	277.082893900968	277.084130690978	415.1675	413.216	417.179	6	3	3	0	1788	1603	1894	2770	2727	2990	NA	NA	NA
9360	400.004864621133	400.004864621133	400.004864621133	415.201	415.201	415.201	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	205
443	425.022961487929	425.022126543613	425.023482969198	416.198	415.166	417.179	4	1	3	0	1223	NA	NA	1555	1666	2671	NA	NA	NA
450	424.027404895931	424.026068051263	424.027991853909	417.1745	417.17	421.188	6	3	3	0	1832	1330	1421	2304	2458	3265	NA	NA	NA
10033	316.150771275875	316.149470317753	316.151884960138	417.225	417.171	421.188	3	0	3	0	NA	NA	NA	1656	1595	1162	NA	NA	NA
5333	643.627198208124	643.625842980379	643.62855343587	419.1045	418.997	419.212	2	0	0	2	NA	NA	NA	NA	NA	NA	1183	1218	NA
10038	424.528512848311	424.528512848311	424.528512848311	419.183	419.183	419.183	1	0	1	0	NA	NA	NA	NA	NA	1342	NA	NA	NA
5335	737.639139143916	737.637866079002	737.641953015299	421.215	421.002	421.217	3	0	0	3	NA	NA	NA	NA	NA	NA	1404	1332	1134
455	720.654984470597	720.653363318451	720.657195609018	422.201	421.002	423.192	6	3	0	3	2733	2543	2601	NA	NA	NA	5713	5325	4704
507	719.149690155306	719.14872894017	719.151610769473	423.096	421.215	423.192	6	3	0	3	19079	16947	17857	NA	NA	NA	38894	37437	32193
477	719.651541836339	719.650724923821	719.653870402767	423.096	421.215	423.192	6	3	0	3	15725	13450	14135	NA	NA	NA	31771	30571	25659
498	720.152623064862	720.151646378725	720.153865358587	423.096	421.215	423.192	6	3	0	3	7741	6934	7164	NA	NA	NA	15333	14774	13262
10057	946.162590079805	946.159684025825	946.162687891579	423.187	421.234	427.204	3	0	3	0	NA	NA	NA	730	667	686	NA	NA	NA
10048	472.072399293988	472.072399293988	472.072399293988	425.197	425.197	425.197	1	0	1	0	NA	NA	NA	NA	NA	1508	NA	NA	NA
5363	755.15986512596	755.15986512596	755.15986512596	427.018	427.018	427.018	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	1696	NA
434	727.647180653546	727.645498699567	727.648862607526	427.1995	423.187	431.212	2	2	0	0	186	NA	177	NA	NA	NA	NA	NA	NA
10036	315.104371898098	315.103982615665	315.105076950251	431.205	429.255	433.217	3	0	3	0	NA	NA	NA	1982	1876	2108	NA	NA	NA
435	360.02997727131	360.02861425163	360.031769179313	431.21	431.027	433.217	8	3	3	2	1908	1610	1779	2321	2420	2311	1215	1224	NA
442	154.05953468067	154.059097939951	154.060256494491	431.2335	431.205	433.217	6	3	3	0	1522	1285	1469	2063	1921	1845	NA	NA	NA
444	123.04551776559	123.044793513448	123.045962303931	431.242	431.205	433.217	9	3	3	3	2596	2678	2577	3318	3166	3281	1976	2054	1911
445	153.056112270187	153.055566385114	153.056954250286	431.242	431.205	433.217	9	3	3	3	15861	15498	15594	20494	19506	18731	10765	11166	10208
7530	707.160338537285	707.160338537285	707.160338537285	431.242	431.242	431.242	1	0	0	1	NA	NA	NA	NA	NA	NA	325	NA	NA
10037	277.92152834293	277.920300942166	277.921645437236	431.259	431.205	433.217	3	0	3	0	NA	NA	NA	1127	1204	1546	NA	NA	NA
10035	206.047931553306	206.047559625124	206.048303481488	432.238	431.259	433.217	2	0	2	0	NA	NA	NA	680	NA	653	NA	NA	NA
9353	169.015664250228	169.015426915705	169.015901584752	434.2335	423.22	445.247	2	0	1	1	NA	NA	NA	NA	NA	300	NA	NA	5109
10045	390.032858993926	390.032858993926	390.032858993926	437.228	437.228	437.228	1	0	1	0	NA	NA	NA	NA	NA	1178	NA	NA	NA
446	353.03425093489	353.033668312667	353.034810971918	439.23	439.224	441.238	6	3	3	0	1418	1251	1458	2453	2279	2496	NA	NA	NA
10039	329.086724109914	329.086622077293	329.086826142534	440.259	439.28	441.238	2	0	2	0	NA	NA	NA	1107	NA	1204	NA	NA	NA
11667	382.034172321053	382.034036091946	382.034308550159	441.2575	441.23	441.285	2	0	2	0	NA	NA	NA	328	347	NA	NA	NA	NA
488	467.118917250894	467.11763761127	467.119973905416	445.277	445.24	447.253	9	3	3	3	2794	2393	2636	1793	1784	1973	3146	3259	2623
10040	248.972313389416	248.972313389416	248.972313389416	451.262	451.262	451.262	1	0	1	0	NA	NA	NA	NA	NA	1202	NA	NA	NA
5345	902.18002045847	902.179152987315	902.180330926023	451.29	449.305	453.081	3	0	1	2	NA	NA	NA	1415	NA	NA	NA	1993	1909
5346	903.175754290022	903.174483173226	903.176216454443	451.29	451.262	453.081	3	0	1	2	NA	NA	NA	NA	NA	1376	NA	1997	1757
475	901.177036821499	901.175711516781	901.178019788716	451.291	449.249	453.267	8	3	2	3	3702	3095	3287	NA	2462	2554	3921	4055	3751
471	868.208776381972	868.206771126978	868.210324837088	453.267	451.255	455.303	9	3	3	3	3065	2589	2769	2048	1720	1704	3786	3502	3217
511	865.20017723775	865.198689217321	865.201252271234	453.295	451.31	455.303	9	3	3	3	80272	74038	73714	53489	48458	46734	102836	96516	90800
508	866.203787027826	866.202185651227	866.204875524463	453.295	451.31	455.303	9	3	3	3	39144	35653	35771	25949	23815	22940	49292	45689	43121
7560	897.180738597917	897.180738597917	897.180738597917	453.296	453.296	453.296	1	0	0	1	NA	NA	NA	NA	NA	NA	384	NA	NA
483	867.205901664901	867.204538728649	867.206845548049	454.1905	451.31	457.278	8	3	2	3	12540	10849	10976	7852	NA	7272	14842	14652	13293
10041	577.133239059592	577.133239059592	577.133239059592	455.272	455.272	455.272	1	0	1	0	NA	NA	NA	NA	NA	1271	NA	NA	NA
461	1106.18487322488	1106.18192849945	1106.1898237632	457.274	455.321	459.097	8	3	2	3	2179	1698	1727	1450	1268	NA	3013	1698	1464
458	1106.68773706334	1106.68549801915	1106.69204566588	457.275	455.321	459.283	9	3	3	3	2356	1898	1925	1574	1394	1262	3233	1873	1699
462	1107.19033354943	1107.18354922658	1107.19298924954	457.2905	457.269	459.097	8	3	2	3	1828	1449	1584	1205	1193	NA	2403	1440	1417
460	291.098844576949	291.098237431389	291.099057928102	457.299	457.269	459.283	6	3	3	0	1617	1563	1532	2432	2707	2652	NA	NA	NA
532	674.090597187552	674.08927287775	674.091476457746	457.306	457.269	461.287	9	3	3	3	29323	26895	27288	27684	26093	24933	33353	25092	23316
685	673.087688917098	673.08649007451	673.088388297208	457.307	457.269	461.287	9	3	3	3	87351	81061	83480	83448	78534	72630	101976	74094	69715
503	675.089796382839	675.088660375695	675.091625003387	457.307	457.269	461.287	9	3	3	3	11158	9906	10155	10775	10062	9356	12816	9622	8567
465	676.092177854074	676.089809712228	676.092433004775	457.307	457.269	461.287	9	3	3	3	2642	2417	2554	2618	2381	2330	3059	2366	2143
7533	1107.6902906862	1107.6902906862	1107.6902906862	457.307	457.307	457.307	1	0	0	1	NA	NA	NA	NA	NA	NA	1360	NA	NA
7534	1202.73405945126	1202.73405945126	1202.73405945126	457.307	457.307	457.307	1	0	0	1	NA	NA	NA	NA	NA	NA	1302	NA	NA
8677	723.091343783297	723.089466733453	723.091601805134	459.278	459.275	461.287	3	1	2	0	NA	NA	1454	NA	1333	1511	NA	NA	NA
459	201.123994371319	201.123735424688	201.125996552827	460.3065	459.274	461.287	6	3	3	0	1426	1214	1163	2187	2062	1588	NA	NA	NA
5339	728.125518218186	728.125518218186	728.125518218186	463.106	463.106	463.106	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	187	NA
9361	400.007648205313	400.007648205313	400.007648205313	463.32	463.32	463.32	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	302
5334	727.646185963897	727.646185963897	727.646185963897	465.11	465.11	465.11	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	145	NA
464	225.088486950663	225.087958167111	225.08889859972	466.322	465.289	469.308	6	3	3	0	2246	1943	2050	3299	3626	3561	NA	NA	NA
528	603.10307050463	603.100001334401	603.104426147009	469.3055	469.121	471.312	8	3	2	3	3027	2506	2750	NA	1380	2357	3788	3973	3369
5341	429.081004855323	429.080715406492	429.083179729697	469.337	469.336	471.126	3	0	0	3	NA	NA	NA	NA	NA	NA	1182	1258	1148
467	781.195613696345	781.190508497837	781.197352462494	472.2355	471.305	473.346	6	3	0	3	1370	1240	1160	NA	NA	NA	2145	1911	1801
10051	483.060077333845	483.059213285451	483.060231128256	475.371	475.316	479.332	3	0	3	0	NA	NA	NA	1785	1796	2198	NA	NA	NA
11660	383.20745161558	383.20745161558	383.20745161558	477.375	477.375	477.375	1	0	1	0	NA	NA	NA	1111	NA	NA	NA	NA	NA
470	411.028899803377	411.028015639714	411.030068870365	478.3535	477.321	481.337	4	1	3	0	1051	NA	NA	1196	1467	1861	NA	NA	NA
7541	480.068912429788	480.068872726874	480.070394157146	479.324	477.375	479.361	4	1	2	1	NA	4340	NA	3208	2806	NA	8785	NA	NA
491	480.570938687469	480.569608687419	480.572735692946	479.329	477.319	483.341	9	3	3	3	2653	2331	2412	1579	1447	1351	4606	3218	2760
524	962.154495491569	962.152523174053	962.155917108268	479.3465	479.323	479.38	6	2	2	2	2527	2234	NA	1250	1147	NA	3961	NA	2675
5354	481.071996804662	481.071369603959	481.074436968106	479.361	479.361	481.151	3	0	0	3	NA	NA	NA	NA	NA	NA	2069	1526	1170
727	961.151185143591	961.147863445383	961.153927367965	479.361	479.323	483.341	8	3	2	3	4844	4203	4148	2519	NA	2248	7254	5572	5178
463	315.031949357406	315.031331120755	315.033782027539	483.338	481.33	485.346	9	3	3	3	4255	3975	4271	4598	4202	5337	3120	3998	3197
555	153.019877717397	153.019688607753	153.020467454942	483.37	483.334	485.346	9	3	3	3	36145	34251	32711	32759	30826	34714	32645	36299	30394
469	154.023258995657	154.022914593315	154.023937346501	483.37	483.334	485.346	9	3	3	3	2740	2716	2766	2658	2525	2731	2388	2818	2595
466	359.957733958157	359.956420740617	359.958987426954	483.37	483.334	485.346	9	3	3	3	2268	2284	2133	2510	2431	2533	1919	2189	1840
476	109.029167921385	109.028988843139	109.029713600674	483.371	483.334	485.346	9	3	3	3	3532	3341	3401	3773	3077	3329	3096	3439	3754
7544	913.181047789643	913.181047789643	913.181047789643	483.371	483.371	483.371	1	0	0	1	NA	NA	NA	NA	NA	NA	1819	NA	NA
10043	570.182694054933	570.181728510076	570.18447186652	483.391	483.337	487.352	3	0	3	0	NA	NA	NA	1436	1338	1335	NA	NA	NA
10044	416.155526239596	416.154984259216	416.156016085227	485.396	485.341	489.357	3	0	3	0	NA	NA	NA	1436	1607	1554	NA	NA	NA
472	462.161343421135	462.160450389926	462.161907089982	487.3465	485.341	489.358	6	3	3	0	1532	1268	1356	2201	2250	2178	NA	NA	NA
489	299.078133458678	299.077138706659	299.078854504196	489.386	489.348	491.362	9	3	3	3	5296	4526	4573	2561	2535	2531	7595	7860	6545
5342	300.080760863064	300.080389557511	300.081132168617	490.281	489.386	491.176	2	0	0	2	NA	NA	NA	NA	NA	NA	1147	1111	NA
481	422.106735412521	422.106017465622	422.108454881641	491.176	489.348	493.366	9	3	3	3	5038	4325	4705	1983	1790	2353	6961	7410	6537
490	439.11439412256	439.113560057962	439.115137835993	491.176	489.348	493.366	9	3	3	3	14404	12977	13394	6012	5449	6458	20084	20705	19104
479	440.116555474754	440.116219839046	440.11856940134	491.176	489.348	493.366	9	3	3	3	3825	3119	3228	1413	1372	1585	5018	5103	4506
5344	880.234683724439	880.234260140462	880.239097709138	491.176	489.386	491.391	3	0	0	3	NA	NA	NA	NA	NA	NA	1482	1445	1328
468	879.230745318642	879.227354214877	879.236609786368	491.267	489.348	491.391	6	3	0	3	1503	1374	1406	NA	NA	NA	2985	2761	2937
502	421.103641760582	421.102914559318	421.105028517227	491.358	489.348	493.366	9	3	3	3	20362	18163	17641	7936	7631	9261	29050	29651	26037
473	181.014853419532	181.014454410152	181.015506651921	491.36	491.355	493.366	6	3	3	0	2566	2366	2556	5161	4443	4309	NA	NA	NA
5347	423.109998873248	423.108178273532	423.110373003878	491.391	491.39	493.18	3	0	0	3	NA	NA	NA	NA	NA	NA	1266	1276	1151
5351	898.193711174235	898.193711174235	898.193711174235	493.18	493.18	493.18	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	1806	NA
10042	169.014813874728	169.014813874728	169.014813874728	493.366	493.366	493.366	1	0	1	0	NA	NA	NA	NA	NA	154	NA	NA	NA
10046	390.034801043289	390.034801043289	390.034801043289	495.371	495.371	495.371	1	0	1	0	NA	NA	NA	NA	NA	906	NA	NA	NA
11666	973.185337698714	973.185337698714	973.185337698714	495.421	495.421	495.421	1	0	1	0	NA	NA	NA	2032	NA	NA	NA	NA	NA
474	184.061799571952	184.061616551527	184.062013567051	497.376	495.421	497.377	3	1	2	0	1128	NA	NA	1174	NA	1164	NA	NA	NA
10206	799.209036298377	799.208823161325	799.209907456224	497.425	497.371	499.382	3	0	3	0	NA	NA	NA	2122	2051	2374	NA	NA	NA
480	370.032026912173	370.030901854766	370.032548065579	498.4025	497.368	501.386	6	3	3	0	1164	1126	1197	2210	2046	2119	NA	NA	NA
505	369.028715678363	369.028006272583	369.029484326802	499.196	497.368	501.386	7	3	3	1	7021	6422	6759	12379	11475	12890	NA	1198	NA
10056	946.159507912137	946.157129117747	946.160270804606	499.375	497.425	503.391	3	0	3	0	NA	NA	NA	1362	1201	1294	NA	NA	NA
5357	486.087506976415	486.08654398855	486.088795568837	500.315	499.375	503.391	6	0	3	3	NA	NA	NA	2214	2093	2197	2250	2301	1767
10049	472.073244993304	472.072560406256	472.073929580352	500.3805	499.375	501.386	2	0	2	0	NA	NA	NA	NA	1624	1627	NA	NA	NA
5343	405.139039630863	405.138848306527	405.139238781627	501.2	499.411	501.416	3	0	0	3	NA	NA	NA	NA	NA	NA	1419	1381	1162
492	486.589110889759	486.587485966929	486.589709788055	501.293	499.375	501.416	6	1	3	2	1112	NA	NA	1200	1154	1119	1088	1238	NA
4518	235.926901951966	235.926901951966	235.926901951966	501.387	501.387	501.387	1	1	0	0	549	NA	NA	NA	NA	NA	NA	NA	NA
5350	467.118558738715	467.117782993187	467.119979982358	502.31	499.43	505.396	8	2	3	3	NA	2023	2031	1491	1619	1671	2481	2513	1940
5364	755.164495992515	755.164495992515	755.164495992515	503.205	503.205	503.205	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	568	NA
856	632.099372561896	632.099056614206	632.101862292729	505.397	503.384	505.427	3	2	0	1	1270	1089	NA	NA	NA	NA	2718	NA	NA
7537	435.092203231844	435.092203231844	435.092203231844	505.427	505.427	505.427	1	0	0	1	NA	NA	NA	NA	NA	NA	3342	NA	NA
5464	632.600842818812	632.597605679041	632.602134771321	507.216	505.427	507.431	3	0	0	3	NA	NA	NA	NA	NA	NA	1786	1207	1113
618	609.125001903106	609.123201323575	609.125954765368	507.401	505.391	509.407	9	3	3	3	11729	9685	10540	3890	3323	3536	18425	16453	15621
590	610.127579041652	610.125808695326	610.12957339089	507.416	505.446	509.407	8	3	2	3	3946	3328	3483	1248	NA	1165	5998	5684	5343
7540	382.033974255938	382.033822142469	382.034963001045	507.45	507.396	509.436	3	0	2	1	NA	NA	NA	1422	1661	NA	763	NA	NA
